CTUID,Neighbourhoods,Metric_Type,Metric_Name,Category,Before_After_Benefit,Value
5350293.00,Pelmo Park-Humberlea,Economic,Job Access,Service,before,4258.0
5350294.01,Oakdale-Beverley Heights,Economic,Job Access,Service,before,820.0
5350294.02,Glenfield-Jane Heights,Economic,Job Access,Service,before,1677.0
5350295.00,Downsview,Economic,Job Access,Service,before,261.0
5350297.01,Bathurst Manor,Economic,Job Access,Service,before,4731.0
5350297.02,Clanton Park,Economic,Job Access,Service,before,2806.0
5350298.00,Lansing-Westgate,Economic,Job Access,Service,before,198.0
5350299.01,Lansing-Westgate,Economic,Job Access,Service,before,4501.0
5350299.02,Lansing-Westgate,Economic,Job Access,Service,before,4117.0
5350300.01,Avondale,Economic,Job Access,Service,before,10268.0
5350300.02,Avondale,Economic,Job Access,Service,before,3511.0
5350300.03,Avondale,Economic,Job Access,Service,before,3102.0
5350301.01,Henry Farm,Economic,Job Access,Service,before,182.0
5350301.03,Henry Farm,Economic,Job Access,Service,before,2956.0
5350301.04,Henry Farm,Economic,Job Access,Service,before,1249.0
5350302.01,Pleasant View,Economic,Job Access,Service,before,1558.0
5350302.02,Pleasant View,Economic,Job Access,Service,before,1008.0
5350302.03,Pleasant View,Economic,Job Access,Service,before,584.0
5350303.00,Don Valley Village,Economic,Job Access,Service,before,477.0
5350304.01,Don Valley Village,Economic,Job Access,Service,before,1544.0
5350304.02,Don Valley Village,Economic,Job Access,Service,before,27.0
5350304.03,Bayview Village,Economic,Job Access,Service,before,46.0
5350304.04,Don Valley Village,Economic,Job Access,Service,before,2989.0
5350304.05,Don Valley Village,Economic,Job Access,Service,before,1004.0
5350304.06,Don Valley Village,Economic,Job Access,Service,before,1559.0
5350305.01,Bayview Village,Economic,Job Access,Service,before,571.0
5350305.03,Bayview Village,Economic,Job Access,Service,before,2625.0
5350305.05,Bayview Village,Economic,Job Access,Service,before,3149.0
5350305.06,Bayview Village,Economic,Job Access,Service,before,1256.0
5350306.01,East Willowdale,Economic,Job Access,Service,before,1175.0
5350306.02,East Willowdale,Economic,Job Access,Service,before,2591.0
5350307.03,Yonge-Doris,Economic,Job Access,Service,before,3462.0
5350307.04,Yonge-Doris,Economic,Job Access,Service,before,4103.0
5350307.05,Yonge-Doris,Economic,Job Access,Service,before,4514.0
5350307.06,Yonge-Doris,Economic,Job Access,Service,before,3295.0
5350307.07,East Willowdale,Economic,Job Access,Service,before,3618.0
5350308.02,Willowdale West,Economic,Job Access,Service,before,594.0
5350308.03,Willowdale West,Economic,Job Access,Service,before,2852.0
5350308.05,Willowdale West,Economic,Job Access,Service,before,3440.0
5350308.06,Willowdale West,Economic,Job Access,Service,before,3125.0
5350308.07,Willowdale West,Economic,Job Access,Service,before,5071.0
5350309.00,Westminster-Branson,Economic,Job Access,Service,before,122.0
5350310.01,Bathurst Manor,Economic,Job Access,Service,before,356.0
5350310.02,Bathurst Manor,Economic,Job Access,Service,before,5656.0
5350311.02,York University Heights,Economic,Job Access,Service,before,4354.0
5350311.03,York University Heights,Economic,Job Access,Service,before,304.0
5350311.04,York University Heights,Economic,Job Access,Service,before,306.0
5350311.05,York University Heights,Economic,Job Access,Service,before,4773.0
5350311.06,York University Heights,Economic,Job Access,Service,before,125.0
5350312.02,Glenfield-Jane Heights,Economic,Job Access,Service,before,788.0
5350312.03,Glenfield-Jane Heights,Economic,Job Access,Service,before,789.0
5350312.04,Glenfield-Jane Heights,Economic,Job Access,Service,before,1005.0
5350312.05,Glenfield-Jane Heights,Economic,Job Access,Service,before,973.0
5350312.06,Glenfield-Jane Heights,Economic,Job Access,Service,before,2422.0
5350312.07,Glenfield-Jane Heights,Economic,Job Access,Service,before,1907.0
5350313.00,Humbermede,Economic,Job Access,Service,before,1955.0
5350314.01,Humbermede,Economic,Job Access,Service,before,3406.0
5350314.02,Humbermede,Economic,Job Access,Service,before,370.0
5350315.01,Humber Summit,Economic,Job Access,Service,before,39.0
5350315.02,Humber Summit,Economic,Job Access,Service,before,477.0
5350315.03,Humber Summit,Economic,Job Access,Service,before,1383.0
5350316.01,Black Creek,Economic,Job Access,Service,before,749.0
5350316.03,Black Creek,Economic,Job Access,Service,before,989.0
5350316.04,Black Creek,Economic,Job Access,Service,before,1102.0
5350316.05,Black Creek,Economic,Job Access,Service,before,1106.0
5350316.06,Black Creek,Economic,Job Access,Service,before,764.0
5350317.02,Westminster-Branson,Economic,Job Access,Service,before,109.0
5350317.03,Westminster-Branson,Economic,Job Access,Service,before,190.0
5350317.04,Westminster-Branson,Economic,Job Access,Service,before,389.0
5350317.05,Westminster-Branson,Economic,Job Access,Service,before,5931.0
5350318.01,Newtonbrook West,Economic,Job Access,Service,before,2020.0
5350318.02,Newtonbrook West,Economic,Job Access,Service,before,4331.0
5350319.00,Newtonbrook West,Economic,Job Access,Service,before,917.0
5350320.01,Newtonbrook West,Economic,Job Access,Service,before,692.0
5350320.02,Newtonbrook West,Economic,Job Access,Service,before,683.0
5350321.01,Newtonbrook East,Economic,Job Access,Service,before,383.0
5350321.02,Newtonbrook East,Economic,Job Access,Service,before,702.0
5350322.01,Newtonbrook East,Economic,Job Access,Service,before,4615.0
5350322.02,Newtonbrook East,Economic,Job Access,Service,before,413.0
5350323.01,Bayview Woods-Steeles,Economic,Job Access,Service,before,342.0
5350324.01,Bayview Woods-Steeles,Economic,Job Access,Service,before,793.0
5350324.02,Hillcrest Village,Economic,Job Access,Service,before,444.0
5350324.03,Hillcrest Village,Economic,Job Access,Service,before,2872.0
5350324.05,Hillcrest Village,Economic,Job Access,Service,before,702.0
5350324.06,Hillcrest Village,Economic,Job Access,Service,before,0.0
5350330.00,Guildwood,Economic,Job Access,Service,before,1161.0
5350331.01,Guildwood,Economic,Job Access,Service,before,1345.0
5350331.03,Scarborough Village,Economic,Job Access,Service,before,1163.0
5350331.04,Scarborough Village,Economic,Job Access,Service,before,745.0
5350332.00,Scarborough Village,Economic,Job Access,Service,before,3359.0
5350333.00,Cliffcrest,Economic,Job Access,Service,before,1543.0
5350334.00,Cliffcrest,Economic,Job Access,Service,before,763.0
5350335.00,Cliffcrest,Economic,Job Access,Service,before,2149.0
5350336.00,Birchcliffe-Cliffside,Economic,Job Access,Service,before,1843.0
5350337.01,Birchcliffe-Cliffside,Economic,Job Access,Service,before,1680.0
5350337.02,Birchcliffe-Cliffside,Economic,Job Access,Service,before,723.0
5350338.00,Birchcliffe-Cliffside,Economic,Job Access,Service,before,1842.0
5350339.00,Birchcliffe-Cliffside,Economic,Job Access,Service,before,2015.0
5350340.00,Clairlea-Birchmount,Economic,Job Access,Service,before,2756.0
5350341.02,Oakridge,Economic,Job Access,Service,before,2748.0
5350341.03,Clairlea-Birchmount,Economic,Job Access,Service,before,2331.0
5350341.04,Oakridge,Economic,Job Access,Service,before,2804.0
5350342.00,Clairlea-Birchmount,Economic,Job Access,Service,before,593.0
5350343.00,Clairlea-Birchmount,Economic,Job Access,Service,before,2748.0
5350344.01,Kennedy Park,Economic,Job Access,Service,before,1609.0
5350344.02,Kennedy Park,Economic,Job Access,Service,before,1354.0
5350345.00,Kennedy Park,Economic,Job Access,Service,before,1440.0
5350346.01,Kennedy Park,Economic,Job Access,Service,before,1910.0
5350346.02,Ionview,Economic,Job Access,Service,before,3790.0
5350347.00,Clairlea-Birchmount,Economic,Job Access,Service,before,3208.0
5350348.00,Clairlea-Birchmount,Economic,Job Access,Service,before,2702.0
5350349.00,Wexford/Maryvale,Economic,Job Access,Service,before,3882.0
5350350.00,Wexford/Maryvale,Economic,Job Access,Service,before,4159.0
5350351.01,Ionview,Economic,Job Access,Service,before,4187.0
5350351.02,Ionview,Economic,Job Access,Service,before,3442.0
5350352.00,Dorset Park,Economic,Job Access,Service,before,6212.0
5350353.02,Bendale South,Economic,Job Access,Service,before,101.0
5350353.03,Eglinton East,Economic,Job Access,Service,before,1042.0
5350353.04,Eglinton East,Economic,Job Access,Service,before,560.0
5350354.00,Bendale South,Economic,Job Access,Service,before,2600.0
5350355.02,Eglinton East,Economic,Job Access,Service,before,1350.0
5350355.04,Eglinton East,Economic,Job Access,Service,before,1458.0
5350355.05,Eglinton East,Economic,Job Access,Service,before,599.0
5350355.06,Eglinton East,Economic,Job Access,Service,before,2775.0
5350356.00,Golfdale-Cedarbrae-Woburn,Economic,Job Access,Service,before,857.0
5350357.01,Golfdale-Cedarbrae-Woburn,Economic,Job Access,Service,before,1887.0
5350357.02,Golfdale-Cedarbrae-Woburn,Economic,Job Access,Service,before,277.0
5350358.01,West Hill,Economic,Job Access,Service,before,825.0
5350358.02,West Hill,Economic,Job Access,Service,before,938.0
5350358.03,West Hill,Economic,Job Access,Service,before,2190.0
5350359.00,West Hill,Economic,Job Access,Service,before,783.0
5350360.00,West Hill,Economic,Job Access,Service,before,222.0
5350361.01,Centennial Scarborough,Economic,Job Access,Service,before,68.0
5350361.02,Centennial Scarborough,Economic,Job Access,Service,before,152.0
5350362.01,West Rouge,Economic,Job Access,Service,before,102.0
5350362.02,Highland Creek,Economic,Job Access,Service,before,1009.0
5350362.03,Highland Creek,Economic,Job Access,Service,before,1855.0
5350362.04,West Rouge,Economic,Job Access,Service,before,126.0
5350363.02,Morningside,Economic,Job Access,Service,before,509.0
5350363.04,Morningside,Economic,Job Access,Service,before,584.0
5350363.05,Morningside,Economic,Job Access,Service,before,994.0
5350363.06,Woburn North,Economic,Job Access,Service,before,2242.0
5350363.07,Woburn North,Economic,Job Access,Service,before,3437.0
5350364.01,Morningside,Economic,Job Access,Service,before,11.0
5350364.02,Golfdale-Cedarbrae-Woburn,Economic,Job Access,Service,before,737.0
5350365.00,Golfdale-Cedarbrae-Woburn,Economic,Job Access,Service,before,2595.0
5350366.00,Woburn North,Economic,Job Access,Service,before,1810.0
5350367.01,Woburn North,Economic,Job Access,Service,before,2930.0
5350367.02,Woburn North,Economic,Job Access,Service,before,1783.0
5350368.01,Bendale-Glen Andrew,Economic,Job Access,Service,before,5354.0
5350368.02,Bendale-Glen Andrew,Economic,Job Access,Service,before,1480.0
5350369.00,Bendale-Glen Andrew,Economic,Job Access,Service,before,3403.0
5350370.01,Dorset Park,Economic,Job Access,Service,before,7276.0
5350370.02,Dorset Park,Economic,Job Access,Service,before,4909.0
5350370.03,Dorset Park,Economic,Job Access,Service,before,3892.0
5350371.00,Wexford/Maryvale,Economic,Job Access,Service,before,5042.0
5350372.00,Wexford/Maryvale,Economic,Job Access,Service,before,5065.0
5350373.00,Wexford/Maryvale,Economic,Job Access,Service,before,7052.0
5350374.01,Tam O'Shanter-Sullivan,Economic,Job Access,Service,before,2081.0
5350374.02,Tam O'Shanter-Sullivan,Economic,Job Access,Service,before,443.0
5350374.03,Tam O'Shanter-Sullivan,Economic,Job Access,Service,before,1221.0
5350375.01,L'Amoreaux West,Economic,Job Access,Service,before,1887.0
5350375.02,Tam O'Shanter-Sullivan,Economic,Job Access,Service,before,3432.0
5350375.03,Tam O'Shanter-Sullivan,Economic,Job Access,Service,before,1164.0
5350375.04,East L'Amoreaux,Economic,Job Access,Service,before,212.0
5350375.05,L'Amoreaux West,Economic,Job Access,Service,before,339.0
5350376.01,East L'Amoreaux,Economic,Job Access,Service,before,3780.0
5350376.02,East L'Amoreaux,Economic,Job Access,Service,before,2785.0
5350376.04,Steeles,Economic,Job Access,Service,before,3588.0
5350376.05,Steeles,Economic,Job Access,Service,before,2761.0
5350376.06,Milliken,Economic,Job Access,Service,before,2076.0
5350376.08,East L'Amoreaux,Economic,Job Access,Service,before,3290.0
5350376.09,Steeles,Economic,Job Access,Service,before,333.0
5350376.11,L'Amoreaux West,Economic,Job Access,Service,before,3426.0
5350376.12,L'Amoreaux West,Economic,Job Access,Service,before,2836.0
5350376.13,Steeles,Economic,Job Access,Service,before,2800.0
5350376.14,Steeles,Economic,Job Access,Service,before,2817.0
5350376.15,Tam O'Shanter-Sullivan,Economic,Job Access,Service,before,2885.0
5350376.16,Tam O'Shanter-Sullivan,Economic,Job Access,Service,before,9312.0
5350377.02,Agincourt South-Malvern West,Economic,Job Access,Service,before,5809.0
5350377.03,Agincourt North,Economic,Job Access,Service,before,328.0
5350377.04,Agincourt North,Economic,Job Access,Service,before,3213.0
5350377.06,Milliken,Economic,Job Access,Service,before,2579.0
5350377.07,Milliken,Economic,Job Access,Service,before,3850.0
5350377.08,Agincourt South-Malvern West,Economic,Job Access,Service,before,3630.0
5350377.09,Agincourt South-Malvern West,Economic,Job Access,Service,before,2097.0
5350378.02,Agincourt South-Malvern West,Economic,Job Access,Service,before,2841.0
5350378.03,Malvern East,Economic,Job Access,Service,before,1444.0
5350378.04,Malvern West,Economic,Job Access,Service,before,2733.0
5350378.05,Malvern East,Economic,Job Access,Service,before,532.0
5350378.06,Malvern West,Economic,Job Access,Service,before,1423.0
5350378.07,Agincourt South-Malvern West,Economic,Job Access,Service,before,3427.0
5350378.08,Agincourt North,Economic,Job Access,Service,before,4108.0
5350378.11,Malvern West,Economic,Job Access,Service,before,1513.0
5350378.12,Malvern East,Economic,Job Access,Service,before,832.0
5350378.14,Agincourt North,Economic,Job Access,Service,before,3706.0
5350378.16,Malvern East,Economic,Job Access,Service,before,693.0
5350378.17,Malvern East,Economic,Job Access,Service,before,1733.0
5350378.18,Milliken,Economic,Job Access,Service,before,4095.0
5350378.19,Milliken,Economic,Job Access,Service,before,2620.0
5350378.20,Milliken,Economic,Job Access,Service,before,3772.0
5350378.21,Milliken,Economic,Job Access,Service,before,3900.0
5350378.22,Milliken,Economic,Job Access,Service,before,171.0
5350378.23,Agincourt North,Economic,Job Access,Service,before,2740.0
5350378.24,Agincourt North,Economic,Job Access,Service,before,451.0
5350378.25,Morningside Heights,Economic,Job Access,Service,before,0.0
5350378.26,Morningside Heights,Economic,Job Access,Service,before,1362.0
5350378.28,Morningside Heights,Economic,Job Access,Service,before,0.0
5350378.27,Morningside Heights,Economic,Job Access,Service,before,0.0
5350266.00,Bridle Path-Sunnybrook-York Mills,Economic,Job Access,Service,before,0.0
5350247.01,West Humber-Clairville,Economic,Job Access,Service,before,0.0
5350296.00,Downsview,Economic,Job Access,Service,before,0.0
5350323.02,Bayview Woods-Steeles,Economic,Job Access,Service,before,0.0
5350001.00,South Riverdale,Economic,Job Access,Service,before,0.0
5350236.02,Eringate-Centennial-West Deane,Economic,Job Access,Service,before,0.0
5350264.00,Bridle Path-Sunnybrook-York Mills,Economic,Job Access,Service,before,0.0
5350244.01,Elms-Old Rexdale,Economic,Job Access,Service,before,0.0
5350186.00,Leaside-Bennington,Economic,Job Access,Service,before,0.0
5350267.00,Banbury-Don Mills,Economic,Job Access,Service,before,0.0
5350002.00,St Lawrence-East Bayfront-The Islands,Economic,Job Access,Service,before,0.0
5350003.00,South Parkdale,Economic,Job Access,Office,before,2986.0
5350004.00,South Parkdale,Economic,Job Access,Office,before,20751.0
5350005.00,South Parkdale,Economic,Job Access,Office,before,31323.0
5350006.00,South Parkdale,Economic,Job Access,Office,before,29988.0
5350007.01,South Parkdale,Economic,Job Access,Office,before,29597.0
5350007.02,South Parkdale,Economic,Job Access,Office,before,22713.0
5350008.01,Fort York-Liberty Village,Economic,Job Access,Office,before,64797.0
5350008.02,Fort York-Liberty Village,Economic,Job Access,Office,before,26570.0
5350009.00,West Queen West,Economic,Job Access,Office,before,80579.0
5350010.01,West Queen West,Economic,Job Access,Office,before,263408.0
5350010.02,West Queen West,Economic,Job Access,Office,before,324267.0
5350011.01,Wellington Place,Economic,Job Access,Office,before,367504.0
5350011.02,Wellington Place,Economic,Job Access,Office,before,399022.0
5350011.03,Wellington Place,Economic,Job Access,Office,before,377442.0
5350012.01,Harbourfront-CityPlace,Economic,Job Access,Office,before,272350.0
5350012.03,Harbourfront-CityPlace,Economic,Job Access,Office,before,337813.0
